Account Number,Score_Busy,Score_Cleanliness,Score_Cost,Score_Overall,Date
11017,4,10,7,8,16/6/2019
11017,5,9,9,9,3/3/2019
10178,1,3,7,4,19/12/2019
10908,8,9,5,7,30/12/2019
10908,8,10,6,6,12/9/2019
10908,9,10,6,9,6/6/2019
10908,9,10,6,7,30/3/2019
1100,7,7,7,8,29/12/2019
1100,9,9,5,9,8/9/2019
1100,9,9,4,9,7/6/2019
1100,8,9,3,6,15/3/2019
4538,3,6,8,4,3/12/2019
4538,1,8,6,3,30/9/2019
4538,3,9,7,7,4/6/2019
4538,2,10,7,4,21/3/2019
9044,1,7,8,3,8/12/2019
9044,2,8,9,4,22/9/2019
8637,3,10,5,7,20/12/2019
8637,3,9,7,7,14/9/2019
8637,7,3,9,8,11/6/2019
4814,8,6,4,7,8/12/2019
4814,9,6,3,6,29/9/2019
4814,10,8,1,4,5/6/2019
4814,10,7,2,6,7/3/2019
11798,6,9,8,7,9/12/2019
11798,5,8,10,8,2/9/2019
11798,7,9,8,8,27/6/2019
11798,6,9,7,7,18/3/2019
5367,1,3,7,3,22/12/2019
5367,2,3,8,5,10/9/2019
5367,1,2,10,4,1/6/2019
5367,1,1,10,6,19/3/2019
5150,1,6,4,3,1/12/2019
5150,1,6,4,5,9/9/2019
5150,1,4,4,4,11/6/2019
5150,2,5,3,1,2/3/2019
95,2,2,10,2,6/12/2019
95,3,1,10,4,3/9/2019
4514,6,1,2,3,10/12/2019
4514,7,2,3,3,6/9/2019
4514,7,3,2,6,13/6/2019
4514,7,9,10,6,23/3/2019
3643,4,6,7,7,11/12/2019
3643,3,8,3,5,11/9/2019
3643,9,6,1,4,16/6/2019
3643,9,6,1,4,28/3/2019
5091,1,8,8,6,25/12/2019
5091,2,8,9,4,20/9/2019
5091,1,10,10,7,6/6/2019
5091,1,9,8,6,18/3/2019
886,3,2,10,5,23/12/2019
2798,6,7,2,3,14/12/2019
2798,7,8,4,8,17/9/2019
2798,8,7,6,7,27/6/2019
2798,1,6,7,4,1/3/2019
11341,9,10,8,7,28/12/2019
11341,10,10,6,6,19/9/2019
11341,10,9,7,8,26/6/2019
11341,8,7,8,6,4/3/2019
7773,9,10,9,9,9/12/2019
7773,5,6,7,7,14/9/2019
7773,4,8,8,7,23/6/2019
7773,4,6,10,7,30/3/2019
1504,3,7,7,6,8/12/2019
1504,3,6,8,7,23/9/2019
588,3,9,9,9,6/12/2019
588,4,8,8,8,17/9/2019
588,6,8,6,7,26/6/2019
588,5,8,4,4,3/3/2019
7859,6,10,3,7,4/12/2019
7859,7,8,5,6,10/9/2019
7859,7,7,7,5,29/6/2019
7859,6,9,8,5,6/3/2019
9490,8,8,6,9,30/12/2019
9490,7,7,8,8,27/9/2019
9490,9,9,7,7,18/6/2019
9490,8,10,9,10,21/3/2019
3856,8,3,8,6,26/12/2019
3856,8,5,9,7,10/9/2019
3856,7,6,10,9,10/6/2019
3856,7,6,9,8,16/3/2019
357,8,8,8,7,4/12/2019
357,6,10,7,7,9/9/2019
357,5,10,5,5,16/6/2019
357,4,9,7,5,5/3/2019
3930,7,7,6,4,28/12/2019
3930,5,6,6,6,21/9/2019
3930,3,8,7,4,2/6/2019
3930,6,9,9,10,19/3/2019
5265,10,10,7,7,23/12/2019
5265,6,7,9,9,6/9/2019
5265,6,9,10,8,2/6/2019
5265,7,7,10,7,17/3/2019
1864,8,7,8,8,12/12/2019
1864,6,6,6,4,27/9/2019
1864,6,8,6,6,18/6/2019
1864,5,10,7,5,29/3/2019
152,9,8,7,10,8/12/2019
152,9,6,9,8,8/9/2019
152,10,8,10,7,1/6/2019
5871,2,8,8,8,9/12/2019
5871,4,9,9,9,22/9/2019
5871,2,8,10,6,19/6/2019
5871,3,7,10,7,18/3/2019
7038,6,7,7,7,5/12/2019
7038,6,5,7,5,16/9/2019
7038,7,5,7,5,27/6/2019
7038,5,6,5,3,6/3/2019
7272,4,10,2,6,24/12/2019
7272,5,10,1,3,7/9/2019
7272,5,10,2,7,22/6/2019
7272,4,9,2,6,29/3/2019
6041,3,8,5,4,20/12/2019
6041,4,10,3,7,20/9/2019
6041,10,3,4,3,20/6/2019
6041,10,5,5,8,16/3/2019
10429,5,7,6,6,1/12/2019
10429,6,6,5,6,13/9/2019
10429,4,6,7,4,15/6/2019
5762,7,6,8,5,25/12/2019
5762,5,6,7,5,14/9/2019
5762,6,6,6,6,4/6/2019
5762,7,5,7,6,25/3/2019
2514,3,9,8,8,6/12/2019
2514,1,9,6,7,22/9/2019
2514,1,7,8,4,2/6/2019
6139,2,4,3,3,15/12/2019
10696,3,6,6,4,15/12/2019
952,6,4,10,4,8/12/2019
952,4,2,8,5,25/9/2019
952,6,2,10,6,26/6/2019
952,8,2,10,6,15/3/2019
6109,6,8,3,7,31/12/2019
6109,6,6,1,2,9/9/2019
6109,3,8,7,8,8/6/2019
10718,2,7,10,7,19/12/2019
10718,4,9,10,9,4/9/2019
10718,2,10,9,8,20/6/2019
10718,2,8,8,7,30/3/2019
8127,9,9,9,7,30/12/2019
8127,7,8,1,5,17/9/2019
8127,8,6,3,5,2/6/2019
8127,8,4,4,3,1/3/2019
8144,6,8,8,8,2/12/2019
8144,8,6,9,8,26/9/2019
8144,10,5,7,5,5/6/2019
132,3,10,3,7,6/12/2019
132,2,10,4,3,14/9/2019
10729,6,5,7,8,10/12/2019
10729,7,5,9,9,25/9/2019
10729,6,5,10,9,6/6/2019
10729,7,4,10,7,17/3/2019
6837,3,6,9,4,24/12/2019
6837,8,8,2,6,6/9/2019
6837,3,3,8,6,21/6/2019
6837,4,4,1,4,3/3/2019
61,2,10,5,6,28/12/2019
61,1,8,5,2,24/9/2019
61,2,9,4,3,16/6/2019
61,1,8,2,3,23/3/2019
11907,9,4,4,7,5/12/2019
11907,3,6,7,7,29/9/2019
11907,1,8,8,6,9/6/2019
11907,3,9,6,7,6/3/2019
3736,1,8,6,3,3/12/2019
3736,1,7,7,7,4/9/2019
3736,3,7,8,6,9/6/2019
3736,4,7,8,7,16/3/2019
11711,2,6,5,3,30/12/2019
11711,1,4,6,2,12/9/2019
11711,1,5,5,4,22/6/2019
8010,5,6,6,3,11/12/2019
8010,6,8,7,7,18/9/2019
8010,3,10,2,3,14/6/2019
10327,7,5,6,4,29/12/2019
10327,5,3,5,5,19/9/2019
5631,8,3,8,4,2/12/2019
5631,7,4,6,3,13/9/2019
5631,8,5,6,4,17/6/2019
5631,10,3,8,9,18/3/2019
9357,5,9,5,8,12/12/2019
9357,4,10,5,7,15/9/2019
9357,2,10,6,7,11/6/2019
9357,4,10,6,6,2/3/2019
1803,8,9,8,10,15/12/2019
1803,10,10,10,10,19/9/2019
1803,4,10,10,6,22/6/2019
1803,3,10,1,6,11/3/2019
1524,2,2,10,6,15/12/2019
1524,2,5,1,3,20/9/2019
1524,1,7,2,5,18/6/2019
1524,3,10,1,2,12/3/2019
5027,1,1,7,4,31/12/2019
5027,2,3,7,6,5/9/2019
5027,4,3,5,6,2/6/2019
5027,3,1,6,2,28/3/2019
3629,3,5,7,7,4/12/2019
10536,10,10,8,10,9/12/2019
10536,10,9,10,7,11/9/2019
10536,8,10,10,10,14/6/2019
10536,10,10,10,10,30/3/2019
1721,2,3,10,7,25/12/2019
1721,3,2,8,6,27/9/2019
7228,5,7,2,4,6/12/2019
7228,5,7,3,3,6/9/2019
5066,3,10,8,9,6/12/2019
5066,4,10,6,8,15/9/2019
9340,5,1,8,5,28/12/2019
9340,4,3,10,6,21/9/2019
9340,4,5,6,5,5/6/2019
9340,5,7,5,4,5/3/2019
5368,5,8,2,4,24/12/2019
5368,4,8,2,5,8/9/2019
5368,3,7,2,5,2/6/2019
5368,5,7,2,6,31/3/2019
9125,3,10,10,7,23/12/2019
9125,1,9,10,7,14/9/2019
9125,1,9,10,4,18/6/2019
9125,1,9,10,7,6/3/2019
8679,9,9,9,10,12/12/2019
8679,8,10,10,8,10/9/2019
794,5,8,6,4,5/12/2019
794,6,10,8,10,7/9/2019
794,6,6,7,8,26/6/2019
12184,1,6,2,4,14/12/2019
4905,8,8,2,8,18/12/2019
4905,8,10,1,8,6/9/2019
2594,4,7,2,3,28/12/2019
2594,4,5,2,1,24/9/2019
2594,6,4,2,5,29/6/2019
2594,5,4,2,3,30/3/2019
5533,3,6,8,3,6/12/2019
5533,4,6,7,7,18/9/2019
5533,5,5,7,7,14/6/2019
8994,3,10,10,7,1/12/2019
8994,2,10,10,8,4/9/2019
8994,1,10,10,8,26/6/2019
8994,3,9,10,6,29/3/2019
5405,2,7,7,6,15/12/2019
5405,4,9,8,6,3/9/2019
11023,8,6,8,8,18/12/2019
11023,8,7,9,7,8/9/2019
11023,6,9,10,8,3/6/2019
11023,4,10,8,5,20/3/2019
11701,7,7,8,9,9/12/2019
11701,7,7,7,6,26/9/2019
11701,8,8,5,8,22/6/2019
11701,10,6,3,8,1/3/2019
7920,1,3,3,3,6/12/2019
7415,9,8,4,5,22/12/2019
7415,10,9,2,6,15/9/2019
7415,8,10,1,4,2/6/2019
7415,7,9,3,6,1/3/2019
7560,1,8,8,3,26/12/2019
7560,1,7,7,4,5/9/2019
6647,5,9,10,10,7/12/2019
6647,9,7,9,7,17/9/2019
8933,4,6,3,6,24/12/2019
8933,4,5,4,3,16/9/2019
8933,5,3,2,2,23/6/2019
8933,4,3,1,3,24/3/2019
6283,3,2,2,4,28/12/2019
6283,2,1,4,4,6/9/2019
6283,1,2,6,3,1/6/2019
2273,7,7,8,5,26/12/2019
2273,8,7,10,8,23/9/2019
3521,6,7,9,9,29/12/2019
3521,5,8,10,9,18/9/2019
3521,5,9,10,9,17/6/2019
3521,6,8,10,10,5/3/2019
1319,1,2,8,4,30/12/2019
1319,1,1,6,2,30/9/2019
1319,3,1,8,2,17/6/2019
1319,2,1,8,1,2/3/2019
64,10,7,10,8,15/12/2019
64,10,6,8,10,30/9/2019
5834,5,1,8,3,31/12/2019
6445,10,10,2,9,7/12/2019
6445,10,10,2,8,20/9/2019
6445,9,10,2,8,23/6/2019
6445,3,7,2,2,13/3/2019
7381,6,8,6,5,18/12/2019
7381,5,7,5,6,6/9/2019
7381,4,10,8,9,7/6/2019
5866,2,4,3,5,24/12/2019
5866,4,4,1,3,19/9/2019
5866,3,4,2,4,29/6/2019
5866,1,3,3,3,24/3/2019
3961,6,10,8,7,8/12/2019
3961,5,8,7,5,27/9/2019
3961,3,6,9,4,29/6/2019
5944,3,10,7,5,12/12/2019
5944,4,8,6,7,4/9/2019
5944,5,7,7,4,9/6/2019
3048,9,6,2,6,30/12/2019
3048,9,5,1,5,15/9/2019
3048,10,3,1,2,11/6/2019
10105,8,8,10,7,21/12/2019
10105,6,7,9,8,22/9/2019
10105,8,5,10,8,17/6/2019
10105,10,5,10,8,1/3/2019
5120,3,6,7,7,1/12/2019
5120,4,4,9,4,28/9/2019
5120,4,5,7,6,5/6/2019
5120,6,4,5,4,13/3/2019
8720,7,6,7,4,23/12/2019
8720,9,5,8,5,21/9/2019
8720,2,7,9,5,14/6/2019
8720,3,6,8,6,20/3/2019
856,6,5,10,8,10/12/2019
856,6,5,8,5,15/9/2019
856,7,6,6,5,26/6/2019
856,6,8,7,8,21/3/2019
8797,2,2,7,3,17/12/2019
8797,2,4,5,3,30/9/2019
6880,8,9,3,7,28/12/2019
6880,9,10,3,7,29/9/2019
6880,9,10,5,10,18/6/2019
6880,8,9,4,8,30/3/2019
6366,7,7,7,7,13/12/2019
6366,5,9,6,8,10/9/2019
6366,3,7,8,8,26/6/2019
6366,3,5,9,7,3/3/2019
144,7,9,9,9,2/12/2019
12047,2,9,10,5,15/12/2019
12047,2,9,10,7,15/9/2019
12047,4,8,10,5,5/6/2019
12047,5,8,10,7,25/3/2019
10725,7,9,4,8,25/12/2019
10725,4,8,8,6,2/9/2019
10725,4,9,9,5,18/6/2019
10725,3,9,9,6,3/3/2019
4840,8,10,1,5,6/12/2019
4840,8,9,2,4,29/9/2019
4840,8,10,1,4,9/6/2019
4840,6,9,3,8,4/3/2019
2075,4,10,6,7,28/12/2019
2075,5,10,7,8,22/9/2019
2075,7,9,7,5,15/6/2019
3247,2,7,7,6,29/12/2019
3247,3,6,5,3,26/9/2019
3247,1,7,4,2,4/6/2019
3247,1,5,5,1,19/3/2019
9423,4,9,10,5,11/12/2019
9423,3,3,9,7,12/9/2019
9423,5,3,7,7,21/6/2019
9423,4,5,6,5,1/3/2019
12307,5,7,1,2,28/12/2019
12307,6,5,1,6,1/9/2019
12307,4,3,1,3,24/6/2019
12307,6,5,1,5,20/3/2019
7199,7,3,8,7,3/12/2019
7199,7,3,10,7,9/9/2019
7199,8,4,10,5,7/6/2019
7199,10,6,10,10,29/3/2019
6915,8,8,6,5,23/12/2019
6915,8,8,5,9,26/9/2019
6915,7,8,3,7,1/6/2019
6915,2,10,6,8,21/3/2019
2806,6,7,7,5,14/12/2019
2806,4,6,9,7,6/9/2019
2806,3,5,10,7,15/6/2019
2806,6,6,2,4,15/3/2019
6309,2,2,9,3,21/12/2019
6309,1,3,8,5,27/9/2019
6309,3,3,8,6,18/6/2019
3417,10,3,2,7,13/12/2019
3417,10,1,1,4,8/9/2019
3417,8,1,1,3,29/6/2019
3417,8,1,3,5,16/3/2019
9298,4,8,8,8,13/12/2019
11869,3,4,9,5,15/12/2019
11869,2,3,10,3,11/9/2019
11869,1,5,8,4,17/6/2019
2527,2,7,9,4,22/12/2019
2527,2,8,10,7,2/9/2019
2527,1,10,5,7,25/6/2019
2527,1,8,3,6,2/3/2019
3017,9,8,9,7,20/12/2019
3017,7,8,7,6,9/9/2019
3017,7,8,6,5,3/6/2019
3017,9,9,8,10,13/3/2019
10532,10,7,8,10,28/12/2019
10532,10,5,7,7,17/9/2019
10532,10,6,8,10,15/6/2019
10532,10,5,7,9,6/3/2019
8503,2,10,3,3,4/12/2019
8503,3,8,3,4,9/9/2019
8503,10,8,7,7,2/6/2019
8503,10,8,8,7,1/3/2019
9671,7,4,9,6,13/12/2019
9671,6,2,10,8,1/9/2019
9671,4,2,8,3,25/6/2019
9671,2,2,7,4,15/3/2019
4137,7,3,9,4,14/12/2019
4137,7,3,10,5,20/9/2019
4137,9,4,8,8,2/6/2019
4137,10,5,7,8,1/3/2019
6558,7,9,7,5,19/12/2019
6558,1,4,7,2,27/9/2019
6558,1,6,7,5,8/6/2019
6558,3,8,6,5,11/3/2019
984,9,7,6,5,7/12/2019
984,7,7,6,8,2/9/2019
984,7,5,7,4,29/6/2019
8877,7,8,6,8,31/12/2019
8877,6,7,7,6,26/9/2019
8877,6,6,7,7,19/6/2019
8877,8,4,6,4,30/3/2019
9116,4,3,7,3,25/12/2019
9116,3,2,8,4,13/9/2019
9944,7,1,7,5,20/12/2019
9944,7,10,10,10,19/9/2019
12143,8,3,10,7,30/12/2019
12143,6,3,9,7,9/9/2019
12143,6,4,10,6,30/6/2019
2518,10,4,8,6,5/12/2019
2518,10,4,10,10,27/9/2019
2518,4,1,10,7,9/6/2019
2518,6,2,10,4,3/3/2019
713,9,7,6,7,2/12/2019
713,9,5,4,4,2/9/2019
713,8,6,4,6,8/6/2019
713,4,1,7,4,26/3/2019
3673,8,6,10,6,27/12/2019
3673,5,4,3,6,6/9/2019
3673,7,6,1,6,18/6/2019
3673,7,8,2,4,16/3/2019
3296,9,2,10,8,14/12/2019
3296,8,2,8,5,15/9/2019
3296,10,1,6,6,16/6/2019
3296,9,2,6,6,13/3/2019
5365,9,10,4,9,13/12/2019
5365,10,8,6,6,11/9/2019
5365,8,8,6,7,13/6/2019
9664,7,9,1,4,24/12/2019
9664,5,10,1,3,1/9/2019
9664,3,9,3,6,20/6/2019
9664,3,7,5,6,18/3/2019
10569,3,2,8,5,12/12/2019
10569,1,1,7,1,19/9/2019
10569,8,6,3,3,7/6/2019
10569,10,5,3,5,31/3/2019
9651,5,9,8,7,15/12/2019
9651,5,10,6,8,19/9/2019
9651,6,7,8,6,1/6/2019
59,10,9,3,9,2/12/2019
59,8,9,5,6,23/9/2019
59,8,9,7,6,2/6/2019
59,6,8,6,8,10/3/2019
559,3,6,9,8,4/12/2019
559,2,2,6,4,29/9/2019
559,1,2,4,1,28/6/2019
559,1,3,3,2,13/3/2019
7893,7,8,7,8,21/12/2019
11941,10,8,10,9,29/12/2019
11941,10,6,9,8,23/9/2019
11941,8,7,10,8,21/6/2019
11941,7,9,8,6,11/3/2019
12044,3,9,1,6,5/12/2019
12044,9,1,7,6,17/9/2019
12044,10,3,9,9,13/6/2019
12044,9,3,7,5,12/3/2019
2978,4,9,7,7,23/12/2019
2978,2,10,5,5,8/9/2019
2978,1,10,7,6,14/6/2019
2978,1,9,5,7,7/3/2019
6451,4,5,8,3,9/12/2019
6451,2,5,6,4,5/9/2019
6451,1,5,7,5,10/6/2019
7605,3,2,7,5,5/12/2019
7605,4,4,7,3,7/9/2019
7605,5,2,5,3,27/6/2019
7605,3,2,5,3,28/3/2019
9470,5,8,5,5,1/12/2019
9470,4,7,5,4,21/9/2019
9470,6,9,7,6,25/6/2019
908,5,9,10,10,21/12/2019
908,7,7,8,5,5/9/2019
908,6,9,10,9,25/6/2019
908,6,7,9,9,22/3/2019
6272,7,10,2,4,30/12/2019
6272,8,8,2,4,21/9/2019
6272,9,9,2,4,22/6/2019
6272,8,8,2,6,8/3/2019
9092,8,10,6,6,15/12/2019
9092,6,10,5,7,6/9/2019
9092,8,10,5,7,8/6/2019
9092,8,10,4,5,6/3/2019
11220,9,10,3,7,26/12/2019
11220,8,10,4,8,11/9/2019
11220,8,9,4,8,29/6/2019
5906,3,7,6,6,20/12/2019
5906,2,7,8,3,28/9/2019
5906,1,5,10,4,1/6/2019
5906,3,3,8,3,1/3/2019
4503,7,4,6,3,15/12/2019
4503,7,2,6,6,26/9/2019
4503,9,4,6,5,23/6/2019
6250,3,7,3,6,16/12/2019
6250,5,7,4,5,23/9/2019
6250,7,8,4,6,17/6/2019
6250,9,7,3,6,29/3/2019
10647,2,4,3,5,31/12/2019
10647,1,3,4,1,15/9/2019
10647,2,2,5,4,23/6/2019
10647,3,2,5,1,9/3/2019
11565,3,2,4,4,1/12/2019
5766,6,9,6,8,8/12/2019
5766,8,7,7,9,6/9/2019
5766,9,8,8,10,1/6/2019
5766,10,9,7,8,6/3/2019
9113,3,9,7,5,19/12/2019
9113,1,7,5,4,30/9/2019
9113,2,6,7,6,10/6/2019
9113,3,8,7,5,17/3/2019
2552,4,8,3,5,10/12/2019
2552,3,7,1,3,30/9/2019
2552,1,9,1,4,14/6/2019
2552,2,10,2,6,2/3/2019
4197,6,8,5,7,13/12/2019
4197,6,6,3,7,25/9/2019
4197,5,7,4,5,7/6/2019
4214,5,3,5,3,21/12/2019
4214,3,5,4,6,18/9/2019
4214,5,6,2,6,7/6/2019
4214,4,6,4,2,31/3/2019
5463,4,9,10,6,4/12/2019
5463,2,9,10,9,18/9/2019
5463,1,9,9,6,25/6/2019
6651,2,10,7,4,5/12/2019
6651,3,3,3,1,27/9/2019
6651,3,5,5,2,7/6/2019
6651,3,5,5,3,12/3/2019
11545,4,2,6,3,12/12/2019
11545,5,2,5,5,18/9/2019
11545,4,1,5,5,7/6/2019
11545,6,1,7,2,18/3/2019
11071,8,7,4,4,9/12/2019
9649,10,2,6,7,15/12/2019
9649,8,1,8,4,2/9/2019
9649,8,10,9,10,10/6/2019
9649,8,6,6,4,6/3/2019
10583,9,1,7,5,16/12/2019
10583,10,1,5,7,24/9/2019
10583,9,1,3,3,12/6/2019
4054,6,8,1,7,28/12/2019
4054,4,6,3,5,16/9/2019
4054,2,6,1,3,1/6/2019
4054,2,5,1,1,8/3/2019
1502,9,7,5,8,22/12/2019
1502,7,7,4,7,10/9/2019
1502,7,10,9,10,29/6/2019
4019,8,8,4,4,18/12/2019
4019,6,7,9,6,3/9/2019
4019,5,6,8,5,14/6/2019
4019,4,4,8,4,19/3/2019
4276,6,6,3,6,30/12/2019
4276,4,6,4,3,26/9/2019
4276,5,7,6,5,21/6/2019
6462,8,10,5,6,1/12/2019
6462,8,8,6,5,10/9/2019
6462,1,7,7,4,17/6/2019
6462,1,5,6,6,14/3/2019
1468,1,9,8,8,17/12/2019
1468,2,9,7,6,17/9/2019
1468,3,7,9,6,26/6/2019
1468,3,8,8,5,5/3/2019
6936,4,3,3,1,21/12/2019
6936,7,8,9,10,13/9/2019
6936,3,8,2,6,17/6/2019
6936,2,8,2,6,30/3/2019
2847,7,7,7,9,9/12/2019
2847,8,4,10,7,24/9/2019
2847,10,3,8,6,28/6/2019
2847,8,8,7,7,13/3/2019
3595,6,5,3,3,23/12/2019
3595,8,3,5,4,21/9/2019
3595,7,3,4,5,6/6/2019
3595,5,9,8,8,27/3/2019
8678,5,10,10,7,19/12/2019
8075,9,10,10,10,2/12/2019
8075,6,10,5,8,24/9/2019
8075,6,10,6,8,8/6/2019
8075,4,9,5,7,25/3/2019
3097,3,9,10,5,16/12/2019
3097,2,10,10,9,13/9/2019
3097,3,10,10,5,22/6/2019
3097,1,10,9,5,31/3/2019
3469,9,8,4,6,3/12/2019
3469,8,6,2,4,19/9/2019
3469,10,4,4,5,25/6/2019
3469,7,6,9,7,2/3/2019
2182,2,3,9,2,8/12/2019
2182,8,7,1,4,28/9/2019
2182,8,3,7,6,23/6/2019
9903,10,10,9,10,15/12/2019
9903,8,10,10,9,23/9/2019
9903,10,10,10,8,14/6/2019
9903,10,10,10,9,11/3/2019
11098,1,10,3,6,28/12/2019
11098,1,10,4,7,1/9/2019
11098,3,10,3,3,7/6/2019
7827,4,8,6,5,30/12/2019
7827,2,8,5,6,23/9/2019
7827,2,10,5,3,9/6/2019
7827,6,1,3,1,16/3/2019
4422,7,1,7,5,12/12/2019
4422,6,1,8,3,18/9/2019
4422,4,7,3,6,19/6/2019
4422,2,7,5,2,27/3/2019
12090,2,5,1,1,22/12/2019
12090,4,4,1,3,4/9/2019
12090,4,8,9,6,13/6/2019
12090,3,10,9,7,1/3/2019
12045,3,6,9,4,24/12/2019
12045,3,8,8,5,28/9/2019
12045,1,8,7,3,25/6/2019
10495,1,10,9,6,14/12/2019
4642,4,9,9,9,11/12/2019
4642,5,8,7,5,22/9/2019
3650,6,6,6,7,17/12/2019
3650,7,6,8,5,30/9/2019
3650,7,5,10,5,12/6/2019
3650,3,3,9,7,7/3/2019
11154,8,8,6,8,14/12/2019
11154,10,10,5,9,5/9/2019
11154,3,3,2,1,1/6/2019
2235,1,3,6,2,7/12/2019
2235,1,1,7,1,23/9/2019
2235,1,1,6,3,16/6/2019
2235,1,3,7,3,11/3/2019
5789,8,5,6,5,9/12/2019
5789,9,7,7,5,21/9/2019
5789,8,7,6,6,10/6/2019
5789,9,9,6,8,2/3/2019
3353,5,4,10,5,20/12/2019
3353,4,6,9,8,29/9/2019
3353,4,5,7,6,19/6/2019
3353,7,8,8,9,21/3/2019
6688,1,6,1,2,8/12/2019
6688,1,7,1,2,19/9/2019
6688,2,8,1,1,3/6/2019
6688,3,6,2,5,17/3/2019
11926,6,7,9,7,13/12/2019
11926,8,7,10,10,7/9/2019
11926,6,6,10,9,14/6/2019
11926,2,10,7,6,1/3/2019
10784,7,8,4,4,11/12/2019
10784,8,10,5,9,6/9/2019
10784,9,9,5,6,12/6/2019
10784,9,10,6,8,11/3/2019
8783,6,8,6,8,20/12/2019
8783,6,6,7,4,15/9/2019
8783,4,6,5,4,9/6/2019
8783,6,7,5,4,16/3/2019
2756,5,8,8,6,17/12/2019
2756,4,9,6,5,30/9/2019
2756,7,7,5,8,12/6/2019
2756,9,9,7,10,15/3/2019
1022,4,2,6,3,31/12/2019
1022,5,1,6,2,22/9/2019
1022,9,6,6,7,30/6/2019
1022,9,5,6,8,24/3/2019
3797,9,8,7,7,5/12/2019
3797,9,7,3,8,13/9/2019
3797,10,5,3,5,3/6/2019
3797,10,3,4,6,5/3/2019
167,3,9,8,8,25/12/2019
167,5,8,6,7,21/9/2019
167,4,9,4,7,23/6/2019
8562,3,9,4,4,12/12/2019
8562,3,10,4,5,12/9/2019
8562,5,9,4,6,17/6/2019
8562,5,9,6,6,20/3/2019
10692,3,3,8,5,30/12/2019
10692,1,3,7,5,2/9/2019
10692,3,6,10,4,24/6/2019
10692,1,5,9,6,4/3/2019
2909,9,8,5,9,28/12/2019
2909,10,7,5,7,30/9/2019
2909,9,5,3,4,22/6/2019
2909,9,5,1,5,10/3/2019
3991,2,6,3,4,9/12/2019
3991,4,6,4,2,8/9/2019
3991,5,8,6,6,7/6/2019
3991,7,3,3,6,21/3/2019
1066,2,3,10,7,22/12/2019
1066,4,4,10,7,9/9/2019
1066,6,2,10,7,5/6/2019
7589,5,5,8,4,8/12/2019
7589,3,5,8,7,9/9/2019
7589,3,4,10,5,27/6/2019
7589,5,3,8,6,25/3/2019
2915,8,10,6,6,8/12/2019
2915,10,10,4,7,30/9/2019
2915,10,10,6,6,16/6/2019
2915,9,10,6,8,20/3/2019
7635,9,8,7,8,10/12/2019
7635,8,9,9,8,2/9/2019
7635,8,9,7,10,9/6/2019
3150,4,8,7,4,12/12/2019
3150,6,8,6,8,11/9/2019
3150,6,10,5,6,21/6/2019
3150,8,10,4,6,28/3/2019
5279,8,9,6,9,15/12/2019
5279,9,10,8,10,17/9/2019
5279,9,9,10,7,26/6/2019
5279,1,1,10,3,10/3/2019
12334,7,10,7,9,28/12/2019
12334,7,10,5,8,16/9/2019
6120,3,3,8,3,19/12/2019
6120,5,5,9,5,21/9/2019
6120,6,4,8,4,20/6/2019
6120,7,5,6,5,25/3/2019
4741,3,8,9,4,22/12/2019
4741,1,9,9,6,23/9/2019
4741,2,10,10,9,17/6/2019
4741,3,10,10,5,20/3/2019
233,6,6,8,4,31/12/2019
2660,8,7,10,9,26/12/2019
2660,9,6,8,9,22/9/2019
2660,8,5,6,8,10/6/2019
2660,10,3,4,7,31/3/2019
5541,1,2,1,3,19/12/2019
9422,1,7,4,5,26/12/2019
9422,3,1,6,5,5/9/2019
9422,5,1,5,1,9/6/2019
9422,4,2,5,5,1/3/2019
1875,7,10,3,4,19/12/2019
1875,8,9,5,6,30/9/2019
1875,6,9,3,4,28/6/2019
1875,7,7,5,6,1/3/2019
11471,2,6,8,5,1/12/2019
11471,2,8,7,4,15/9/2019
11471,1,8,9,4,21/6/2019
12057,3,7,3,2,24/12/2019
12057,4,5,5,2,4/9/2019
12057,2,6,3,4,4/6/2019
12057,4,6,4,2,10/3/2019
8266,8,8,7,7,15/12/2019
8266,10,9,8,10,13/9/2019
8266,10,9,8,10,19/6/2019
8266,7,3,2,4,3/3/2019
8229,3,7,10,5,19/12/2019
8229,3,7,10,4,16/9/2019
8229,4,8,9,8,30/6/2019
8229,3,8,9,4,7/3/2019
4576,4,8,10,5,15/12/2019
4576,2,9,10,7,19/9/2019
4576,3,10,9,5,7/6/2019
4576,3,8,8,5,28/3/2019
8303,3,8,9,4,24/12/2019
8303,5,9,8,5,17/9/2019
8303,7,7,7,6,29/6/2019
8303,5,6,6,7,5/3/2019
371,9,9,10,10,2/12/2019
371,10,7,10,10,29/9/2019
371,10,8,10,7,17/6/2019
371,9,8,10,10,9/3/2019
1159,8,10,2,8,8/12/2019
1159,6,9,2,3,7/9/2019
1159,7,10,1,4,6/6/2019
1159,8,9,2,8,11/3/2019
3878,6,8,2,3,26/12/2019
2387,2,5,2,2,22/12/2019
2387,4,4,1,3,6/9/2019
2387,4,5,1,2,27/6/2019
8961,5,2,4,3,10/12/2019
8961,5,4,3,2,15/9/2019
8961,3,2,4,4,23/6/2019
8961,5,1,3,2,13/3/2019
7687,3,10,1,5,12/12/2019
7687,1,3,4,4,28/9/2019
7687,2,5,6,2,23/6/2019
7687,4,5,8,7,22/3/2019
3785,8,8,9,6,25/12/2019
3785,9,6,10,6,10/9/2019
3785,1,10,9,7,28/6/2019
